RETURN_ID,ORDER_ID,PRODUCT_ID,RETURN_DATE,RETURN_REASON,RETURN_STATUS,REFUND_AMOUNT,QUANTITY_RETURNED
RET-6A9F6532A90,ORD-339607B28DA,PRD-249DB527A4B,2024-02-25 05:57:42.489843,Too Late,Pending,23.36,2
RET-F7165692D6F,ORD-1A6DDC9162D,PRD-000553CEBB8,2023-10-14 05:03:47.716926,Defective,Approved,29.4,3
RET-D6FD266BDDF,ORD-703C334E797,PRD-624BE4C7311,2024-04-11 14:44:33.130432,Too Late,Rejected,1990.0,2
RET-418DA9B7BCF,ORD-CAE6A3558B7,PRD-D9146A210BA,2025-06-10 08:31:51.834675,Better Price Found,Refunded,1197.37,1
RET-2A0730FC57E,ORD-28506B65F29,PRD-D8E84C69267,2024-09-06 14:42:57.724656,Wrong Item,Refunded,216.35,1
RET-9EBC302FC66,ORD-3402CDBECD6,PRD-8CABF3F6922,2023-10-11 16:45:51.913588,Too Late,Rejected,318.73,2
RET-94B0E067F84,ORD-084B62FAE89,PRD-9B1C6382726,2024-08-06 12:52:23.846773,Changed Mind,Rejected,3789.34,2
RET-1F639C371FA,ORD-19997D37734,PRD-53C2E580827,2023-12-09 05:09:01.111514,Too Late,Pending,564.2,1
RET-F50D07C7186,ORD-D5107D1E40A,PRD-83E8DDB3C8C,2025-02-15 13:28:04.639819,Duplicate Order,Rejected,1936.12,1
RET-FDFDCC31F55,ORD-7241DA830C5,PRD-A18461BA8BE,2025-08-09 14:12:37.226382,Better Price Found,Approved,534.48,2
RET-8A767290080,ORD-2F43F9AF894,PRD-F0A09A164AC,2025-03-13 02:48:17.126198,Not as Described,Rejected,747.81,3
RET-5CBD8F7D7DE,ORD-CEF7C641F0C,PRD-A1B90AE5FD9,2025-01-16 13:24:17.729698,Duplicate Order,Rejected,201.46,3
RET-BDD6BBEB86A,ORD-8F6ED4CDEFE,PRD-E175D2C5CFF,2024-09-13 22:16:59.153345,Changed Mind,Approved,847.63,3
RET-C58B8662EFA,ORD-4B0244C685E,PRD-A62A0C35773,2025-08-10 21:57:23.562378,Too Late,Refunded,1706.31,3
RET-4CBBFAF672D,ORD-B9EC362D8B4,PRD-1E9B662DBF5,2025-09-16 13:04:38.099211,Changed Mind,Refunded,4070.55,1
RET-A4FA09EF1FA,ORD-A27E6A006A2,PRD-ECE276CAD70,2026-01-20 12:30:29.000614,Not as Described,Refunded,1253.86,1
RET-F9DABE8BF74,ORD-81E36DE209A,PRD-64D412BA61F,2026-04-18 07:09:57.328075,Too Late,Pending,175.54,3
RET-3B53ED7C712,ORD-E9CE8B0878C,PRD-138D36579A8,2025-10-27 20:27:26.069348,Defective,Approved,1637.66,2
RET-82894FB64E7,ORD-78AFA9B25AF,PRD-5E5437C28A1,2024-05-06 03:02:05.556404,Changed Mind,Approved,167.44,2
RET-9AF3944438D,ORD-BFE59D01ED8,PRD-1BB48FEC653,2026-06-10 02:03:12.927168,Wrong Item,Refunded,1532.65,1
RET-0B926F92975,ORD-E6273E0FB42,PRD-DEECEE995E3,2026-02-11 19:30:23.572272,Wrong Item,Pending,612.98,1
RET-2CE1D2055B3,ORD-BAF6D83C94B,PRD-08607BE186A,2024-02-11 21:48:49.349918,Too Late,Refunded,2691.21,1
RET-B72647B05C5,ORD-A33B2919648,PRD-5901D8EBE97,2025-10-19 00:34:47.071112,Duplicate Order,Rejected,445.15,2
RET-92B86B3E3E1,ORD-450B926E2C0,PRD-6CD5AFCC626,2025-02-25 10:29:58.585258,Not as Described,Refunded,644.21,2
RET-6E98472FBE7,ORD-3051B96D18D,PRD-3A02E8C8B8C,2026-05-22 11:27:14.078299,Defective,Rejected,1886.61,2
RET-C04B3CFE09A,ORD-DD79D024890,PRD-4BB85BA7F92,2026-03-11 11:22:35.380996,Not as Described,Pending,244.15,3
RET-8DFE41DBAAA,ORD-676E2DE9423,PRD-7994F9A5686,2025-02-28 01:16:24.000180,Not as Described,Rejected,91.92,3
RET-0F49DE97A75,ORD-CB00715A650,PRD-D1214100555,2025-01-19 02:33:47.497371,Better Price Found,Rejected,104.04,2
RET-C59BF6A81F3,ORD-169A17864F2,PRD-55355D81D9C,2024-03-09 07:22:33.099533,Changed Mind,Refunded,1308.82,3
RET-DCDC88A3908,ORD-5937A37E632,PRD-7080483626E,2024-09-10 11:03:04.103899,Not as Described,Rejected,2004.98,1
RET-7EDEDE905A9,ORD-1C7782DB3C9,PRD-56BDF6095C0,2025-11-20 16:09:02.458592,Too Late,Pending,1152.75,3
RET-8D4A7AA43E6,ORD-FEE6F7E1FEE,PRD-398F8A01A8D,2023-11-24 03:16:20.252195,Changed Mind,Refunded,2099.48,2
RET-CAC6078FB23,ORD-366FF2E36D7,PRD-C9019561A1A,2024-05-20 17:37:32.965241,Wrong Item,Approved,28.84,3
RET-3A0A3C0D422,ORD-EE9A36F0DAE,PRD-DDF970E9F24,2023-09-29 00:55:28.986493,Too Late,Rejected,613.89,1
RET-795A7FA1A1D,ORD-7BD2FA63229,PRD-A43CCBA5674,2024-12-19 16:33:53.562931,Better Price Found,Refunded,3009.78,3
RET-2EAA238A4F3,ORD-D5AE28F05C5,PRD-1E59F7CF472,2025-02-08 02:32:44.842666,Defective,Refunded,1168.44,3
RET-F78CC3FF7BE,ORD-262182F3881,PRD-76D9BA40F27,2024-01-21 16:26:57.856133,Wrong Item,Rejected,2121.34,3
RET-23647F37C8B,ORD-64B27A641D1,PRD-59D9796A757,2026-06-28 14:56:07.418210,Defective,Pending,18.32,2
RET-7B19C126C49,ORD-8551FB69066,PRD-DD2C1B65A9A,2025-05-02 15:51:44.401555,Duplicate Order,Pending,812.63,2
RET-F9013DF66FF,ORD-8AE8784AB94,PRD-29C196C81CF,2026-02-12 00:48:10.654515,Changed Mind,Approved,786.24,2
RET-2AB24105650,ORD-A5D39D4E23C,PRD-EA5A1E77BA4,2024-01-26 00:19:34.801509,Defective,Approved,1620.68,1
RET-651290A2161,ORD-DC4FE12205D,PRD-43D70343492,2025-11-20 00:38:42.727809,Changed Mind,Pending,1265.89,1
RET-C67E0A4156C,ORD-A64B131E275,PRD-55355D81D9C,2024-09-08 00:43:17.869467,Duplicate Order,Pending,306.19,1
RET-E5366BD1BCE,ORD-F65522E33C7,PRD-56BDF6095C0,2024-07-18 18:18:38.812186,Duplicate Order,Pending,2998.74,2
RET-E7415EEC185,ORD-06A73447FDC,PRD-BEEC04CCDE8,2026-01-07 12:50:18.133570,Duplicate Order,Pending,1875.53,3
RET-B5BFF453BDF,ORD-1BF175B02FF,PRD-375017D5952,2024-05-08 08:04:28.965910,Wrong Item,Pending,1878.76,3
RET-359A18AADF1,ORD-2050510E35E,PRD-F0A28C6B7B1,2026-07-25 19:05:27.881745,Wrong Item,Pending,2906.68,1
RET-7525B8DC2E0,ORD-3B86F03EEC6,PRD-1BA5A5221EF,2025-04-05 03:46:54.812762,Duplicate Order,Approved,871.21,3
RET-649428E8B8D,ORD-6E96CEB9D3F,PRD-A43CCBA5674,2023-12-05 20:20:24.495535,Defective,Approved,2579.07,3
RET-63761150397,ORD-C121640B21D,PRD-A97DD11AE67,2024-08-12 18:45:32.276377,Duplicate Order,Rejected,219.66,1
RET-0B32F8D50EC,ORD-2979DBDEFE1,PRD-D8E84C69267,2025-12-08 21:59:02.310029,Too Late,Refunded,174.22,2
RET-4393791152E,ORD-653CF8CB4B3,PRD-5E050F93B4F,2025-03-25 14:56:51.206495,Better Price Found,Approved,2203.83,1
RET-B62D54F9779,ORD-3FB1A5E34CC,PRD-E149E758C05,2024-03-31 05:05:16.190645,Better Price Found,Rejected,1379.26,1
RET-2326FA7E8CB,ORD-D451E228723,PRD-E963A62A2FD,2024-01-08 02:48:59.272676,Not as Described,Pending,192.66,1
RET-DE0E59ED5FC,ORD-076B4370026,PRD-773AA540DDD,2025-04-03 12:34:10.206098,Wrong Item,Rejected,2479.17,2
RET-01B9B55A217,ORD-303DEF251C3,PRD-D9AF34D4EEB,2024-03-10 00:01:32.147968,Too Late,Pending,503.23,1
RET-3B0CBF6AB8C,ORD-C525DF09063,PRD-FCCED195B30,2026-01-01 02:17:30.011025,Defective,Pending,76.32,1
RET-9F27289123D,ORD-5D85B0ABC72,PRD-9D5CFAD9297,2025-03-11 00:15:45.849115,Too Late,Pending,2035.67,1
RET-F8BD2754BBF,ORD-8A663FFAF74,PRD-BF4053A9AED,2023-12-16 04:40:37.530807,Too Late,Approved,11.26,2
RET-26968671510,ORD-88C6B5169BB,PRD-FA2032B274D,2024-11-16 09:22:14.959237,Not as Described,Refunded,25.55,1
RET-9EE555C238A,ORD-DE1D95C82A1,PRD-5BCE01C3F6D,2024-02-14 19:45:54.588965,Defective,Approved,3194.34,2
RET-8E9AA80A8E8,ORD-25D5FFF3EA9,PRD-29C196C81CF,2023-10-14 23:04:47.998348,Too Late,Approved,2065.46,1
RET-075A019A95B,ORD-8A246826777,PRD-A4EB83E33A5,2025-06-10 20:17:21.585502,Wrong Item,Approved,1537.53,2
RET-430532449D0,ORD-D9B97C77367,PRD-6FC12EC9866,2023-12-08 07:35:43.305619,Wrong Item,Rejected,1228.12,3
RET-2F3ECC1DBE2,ORD-2A50961F775,PRD-BEEC04CCDE8,2024-03-13 21:45:11.444094,Too Late,Approved,337.53,1
RET-8B843CEEC25,ORD-0E6998FE2DC,PRD-BF5D814F841,2025-06-28 07:04:26.095284,Not as Described,Rejected,94.84,1
RET-46404552386,ORD-684FF267558,PRD-821D3F8AF62,2024-07-08 01:56:03.360510,Better Price Found,Rejected,885.25,2
RET-F65A8129CBD,ORD-E833386ECC4,PRD-F9075ADB643,2024-08-15 03:13:49.040496,Changed Mind,Approved,2725.38,3
RET-38156B26055,ORD-84E309C4B75,PRD-BDE888DA430,2023-09-08 07:05:55.654045,Too Late,Approved,136.82,2
RET-DD0050ADBF7,ORD-9183A188F17,PRD-566D45900FA,2025-01-20 15:42:14.764785,Changed Mind,Rejected,692.36,3
RET-F8EE7D6E794,ORD-0401DE4EF35,PRD-0EB0F8592B0,2024-12-11 07:33:26.424940,Too Late,Approved,1164.39,3
RET-E58D5C71BD4,ORD-8B8CB0D579D,PRD-D0007AE712D,2026-04-01 13:24:24.291332,Defective,Refunded,466.46,3
RET-67AD7AD23AC,ORD-38EB3046FE5,PRD-95A1ED92BFA,2025-04-11 13:49:19.264709,Better Price Found,Refunded,331.24,2
RET-4E43B886E36,ORD-38C9FCA3B93,PRD-12FA5DF3650,2025-05-18 06:51:21.486891,Too Late,Refunded,3344.57,2
RET-8F6672D2A28,ORD-D09F63CCA90,PRD-E3C5F200D6A,2025-12-01 20:26:02.155002,Duplicate Order,Rejected,2862.07,3
RET-B06F9E78A4D,ORD-AFA41582414,PRD-2EEF9BF8281,2023-08-13 06:25:43.362968,Wrong Item,Rejected,3260.08,3
RET-6D814B2FE57,ORD-8B56B4B646B,PRD-E82E236A13D,2026-02-27 02:24:47.045806,Not as Described,Pending,125.1,2
RET-D3738E438D0,ORD-D11A6C09D9B,PRD-05075130A37,2025-04-30 04:40:53.893963,Defective,Approved,415.19,2
RET-0C07B426800,ORD-F4E4CD5A421,PRD-A35E87BA705,2026-01-05 21:28:58.226128,Changed Mind,Pending,2451.05,2
RET-81EFA5A6882,ORD-AD8E581EAA1,PRD-04E730AB846,2023-07-31 20:16:47.040533,Duplicate Order,Pending,72.67,3
RET-0E832C4F611,ORD-FE1966FD1D0,PRD-87DB34FE250,2023-10-24 12:56:29.716021,Too Late,Pending,2493.02,1
RET-10A3708DD0D,ORD-22CAB395627,PRD-6FB252A95DC,2025-09-05 21:33:42.278119,Better Price Found,Pending,588.32,1
RET-D41A4B02B4C,ORD-626C7C54A8B,PRD-E41AABD8384,2023-11-30 11:52:28.590907,Changed Mind,Rejected,108.52,2
RET-F221FFB2D2E,ORD-114D167CB98,PRD-F1F40BABC82,2023-09-02 15:45:41.621898,Changed Mind,Approved,1585.71,2
RET-C1ED76495EC,ORD-82B6DB8A3D6,PRD-B276BAA8089,2023-08-17 13:31:43.821666,Changed Mind,Pending,70.99,3
RET-4E9B7F3CC83,ORD-F32A9D5B600,PRD-0715A661323,2024-03-21 00:13:19.364788,Not as Described,Refunded,1016.52,3
RET-512EB83D58C,ORD-987E9625698,PRD-3F35E9CEC7E,2025-04-20 23:17:26.752836,Duplicate Order,Rejected,1534.29,2
RET-E6EADA529AB,ORD-83F3990383B,PRD-A24FE04DBBB,2024-09-16 23:54:29.144535,Better Price Found,Rejected,1319.24,3
RET-4061A2807E5,ORD-275DCE05756,PRD-F7E7D61BF96,2026-02-17 18:07:06.679439,Better Price Found,Rejected,180.71,2
RET-20E30816AF0,ORD-AB223B37A41,PRD-3F1B2652A81,2025-02-20 01:06:42.213466,Changed Mind,Rejected,4273.59,3
RET-6AF2AF09DE0,ORD-3C6FAAD8E0A,PRD-773AA540DDD,2025-08-18 11:07:17.142213,Defective,Refunded,1700.67,3
RET-0BA5B610FFF,ORD-EC6051AA449,PRD-F1F40BABC82,2025-05-24 00:09:42.063227,Duplicate Order,Refunded,1507.48,3
RET-EC6B8289BEF,ORD-2A2AE01F61D,PRD-DDF970E9F24,2024-02-08 02:49:37.168698,Changed Mind,Rejected,158.54,3
RET-69CB488861B,ORD-67BD61377E2,PRD-A998913A1F8,2023-12-10 13:32:32.885197,Too Late,Refunded,364.9,3
RET-C0BEEB4E7F2,ORD-18732D87586,PRD-A0FCB877D4F,2024-12-06 05:09:22.296020,Too Late,Pending,1689.47,3
RET-DD6E6FC6011,ORD-CC1BBC3ABEC,PRD-08607BE186A,2024-11-19 05:51:27.070673,Too Late,Refunded,510.93,3
RET-CCC2B4139D7,ORD-B3FB02AA574,PRD-7994F9A5686,2025-11-03 18:32:39.096711,Not as Described,Refunded,1044.75,3
RET-E2F3D391B15,ORD-DFB8E2E4D5F,PRD-D9146A210BA,2025-01-04 11:58:37.139697,Wrong Item,Refunded,3155.62,2
RET-FA5FB5A9EF7,ORD-C4FD788CCC1,PRD-BACA20FD0C5,2025-07-16 08:54:07.478448,Better Price Found,Refunded,23.21,3
RET-46F0BEA4676,ORD-5BBBE493873,PRD-BAA5FB9198F,2026-04-17 12:12:10.742034,Better Price Found,Approved,341.82,2
RET-273E82CE9AA,ORD-ED3D4BDC220,PRD-BA8D1647DED,2025-06-09 07:46:19.192467,Changed Mind,Refunded,1613.03,2
RET-87AA37E4475,ORD-2260692DE06,PRD-EDC5079FD2A,2023-09-24 03:47:03.138631,Too Late,Refunded,4107.67,2
RET-4DCA1F01992,ORD-548C61335E8,PRD-5C08F6E4D42,2025-12-27 15:51:06.856680,Changed Mind,Rejected,652.57,2
RET-4A85D99C18B,ORD-5996B9B19D3,PRD-0B30891BE52,2025-09-17 17:19:54.340176,Better Price Found,Pending,2685.57,3
RET-442E0B2CDE5,ORD-A7F6C9FA774,PRD-A8ECE650D17,2024-12-04 13:46:45.046027,Defective,Approved,172.44,3
RET-28F90400EAB,ORD-CFC98EDFA9F,PRD-8193C2461DC,2024-10-06 22:49:04.893200,Not as Described,Pending,2775.3,3
RET-448E5A605C8,ORD-9CC920583E8,PRD-4F4B988DD1D,2026-04-05 05:18:00.910471,Duplicate Order,Rejected,70.99,3
RET-581F793C315,ORD-C98C32C2DBE,PRD-1C64A811AC7,2026-01-29 05:08:18.971294,Not as Described,Rejected,3406.34,1
RET-F028B2581E9,ORD-0D104B33C25,PRD-554895F279D,2024-04-25 04:22:55.012349,Better Price Found,Pending,2538.68,2
RET-D8A5494FC8F,ORD-F410B83EA67,PRD-308FBE1E5E1,2025-04-04 07:27:32.643545,Defective,Refunded,525.43,2
RET-C2AA8921E63,ORD-DF3C03F0674,PRD-3F1B2652A81,2025-06-25 05:59:14.545754,Too Late,Refunded,943.64,2
RET-1B55132E56E,ORD-979C4FB5071,PRD-7C20B555C90,2026-04-22 16:01:37.901248,Duplicate Order,Pending,1295.99,1
RET-7A3B46267F8,ORD-B94120816FE,PRD-D2C377953CC,2024-07-07 08:34:02.238173,Not as Described,Pending,79.36,2
RET-043357CD65A,ORD-FD9EA94C3AD,PRD-5AD8B33EB62,2024-06-26 13:12:08.650188,Too Late,Refunded,153.39,3
RET-EF31ECFBF23,ORD-CA8482CB638,PRD-CCEA3ABEFA7,2025-12-08 11:09:37.382244,Changed Mind,Pending,2245.34,3
RET-90698A35E7A,ORD-C8EBB216E7C,PRD-3A967178472,2023-11-13 14:50:13.630445,Wrong Item,Rejected,211.56,3
RET-720F6ABE408,ORD-A8C897E8D0E,PRD-F1F40BABC82,2026-05-26 18:29:50.201495,Wrong Item,Refunded,4244.92,3
RET-690E011C47D,ORD-0DA33DFFA1E,PRD-3B1AC728991,2023-08-29 01:20:02.513730,Wrong Item,Rejected,137.72,1
RET-C57193DBB02,ORD-525EF8BDA55,PRD-71FCBFE1035,2025-04-03 20:03:31.542353,Better Price Found,Refunded,845.08,3
RET-7F205EE25C7,ORD-4051A042950,PRD-6A25D45AD89,2023-11-07 23:40:48.661677,Too Late,Rejected,421.85,1
RET-5C465F87A65,ORD-48EA8CCC524,PRD-8AF07E11034,2026-04-02 02:19:07.492188,Wrong Item,Rejected,103.07,2
RET-B5425442BCD,ORD-19363E88F50,PRD-AE1B116A2A9,2024-05-05 11:32:26.022239,Not as Described,Rejected,1023.95,2
RET-E65FD54ECF5,ORD-27C43BF49E5,PRD-1B3391AFC0C,2024-06-29 05:14:24.968361,Wrong Item,Rejected,2484.37,2
RET-A708ABB2BCC,ORD-1243B86CED1,PRD-BA933C65970,2026-04-18 08:56:38.247661,Not as Described,Rejected,298.64,1
RET-ED08BF4A586,ORD-F3C9A412FEB,PRD-98547737F31,2024-09-07 12:14:21.017404,Not as Described,Pending,360.02,2
RET-E99B3752EB6,ORD-86DB11B2A12,PRD-C6770FCB316,2026-04-11 00:34:36.361477,Better Price Found,Approved,721.92,2
RET-BD0A9DA47C7,ORD-9CD1E13CCEC,PRD-B8292B08D69,2025-11-14 22:31:07.882881,Too Late,Pending,701.15,2
RET-F2C1D36DE6E,ORD-B2DA11B84FC,PRD-0803EB5DD75,2025-11-02 04:43:40.580330,Not as Described,Rejected,3511.21,3
RET-C99D619441F,ORD-7A2CDF10201,PRD-A35E87BA705,2025-05-03 12:11:46.255526,Changed Mind,Approved,932.49,3
RET-2F0A5B630D6,ORD-CF4B95997E6,PRD-A73AA407960,2026-08-10 14:59:38.897641,Better Price Found,Approved,3722.68,3
RET-C425CA60F4B,ORD-DB8332E10F4,PRD-BB3C92D883F,2023-10-31 17:47:45.228866,Wrong Item,Refunded,2016.86,3
RET-160FCDC39A1,ORD-6D722C0FF28,PRD-368EB2019A0,2023-10-27 14:49:53.365650,Wrong Item,Pending,2027.93,3
RET-B0EC578EE45,ORD-02E5C439A4F,PRD-CA91139CB48,2024-04-10 05:27:47.302880,Not as Described,Rejected,433.83,1
RET-25746661AAA,ORD-7AAFCC84650,PRD-05075130A37,2026-07-29 07:18:59.690705,Not as Described,Rejected,1925.06,1
RET-2C0FB8C037E,ORD-9506922DC02,PRD-E26B00F44CE,2026-05-16 16:10:45.568446,Too Late,Rejected,292.53,1
RET-D249692149A,ORD-A02D73020FE,PRD-83E6F337451,2026-04-10 21:52:52.051202,Defective,Rejected,1400.15,2
RET-6FDD846033C,ORD-92F7C49236B,PRD-0A33890F86F,2026-06-28 17:53:18.266749,Too Late,Approved,384.94,3
RET-7986CD87100,ORD-DA12A28E289,PRD-FFA4BCE6413,2024-09-30 15:17:15.888236,Defective,Refunded,4560.8,1
RET-0F46DE7DF51,ORD-754C551972D,PRD-167D1AB2AE8,2026-05-04 10:22:54.024222,Better Price Found,Rejected,258.53,2
RET-035C4ADFE5E,ORD-BB7977492D4,PRD-BA4920DBB91,2024-12-23 08:53:52.864293,Wrong Item,Pending,83.09,2
RET-CDDD2766369,ORD-75D3B60415B,PRD-A8ECE650D17,2025-12-02 02:17:37.942396,Better Price Found,Pending,268.6,1
RET-2C9E6DC0097,ORD-FC9CA190EC0,PRD-DDAD3DD8100,2025-12-02 04:24:48.207312,Wrong Item,Approved,121.9,1
RET-F4A59F4500E,ORD-956FA14BA0D,PRD-414906358A1,2025-08-04 08:12:05.466832,Defective,Rejected,1346.07,1
RET-7ECE65355B6,ORD-72855FD1AEC,PRD-54B1D8F1929,2023-10-07 05:45:59.003256,Better Price Found,Pending,2348.84,1
RET-A480C6B04C2,ORD-3F7A6E9294D,PRD-E41AABD8384,2025-09-03 05:06:27.477052,Wrong Item,Refunded,66.54,2
RET-73BA795B60C,ORD-3CD498E99FE,PRD-B77B4126007,2025-02-16 06:31:55.075792,Not as Described,Approved,1681.85,2
RET-747A927947A,ORD-B1E7E695FB1,PRD-ECE276CAD70,2026-04-21 22:41:08.191114,Wrong Item,Rejected,262.07,1
RET-70AAB70CF3C,ORD-8C929BD7EB7,PRD-8ABA08E8A41,2025-03-07 10:54:40.293541,Wrong Item,Refunded,75.57,3
RET-E38814B7068,ORD-4F09CC71350,PRD-EEE9BC76430,2024-12-15 03:25:38.586746,Too Late,Rejected,24.23,3
RET-42B0D9CDE96,ORD-8E8B1B34068,PRD-C2D3AE7A552,2023-09-17 15:06:18.476914,Duplicate Order,Approved,5.03,1
RET-C7E5262850E,ORD-F34F4E9C7A7,PRD-9B1C6382726,2024-05-22 08:20:51.965492,Too Late,Rejected,428.82,1
RET-6E3DC5EEFC7,ORD-42F0A70C71A,PRD-BAA5FB9198F,2024-03-30 15:44:13.395210,Changed Mind,Refunded,376.3,1
RET-F92A7B0696B,ORD-4C657BFE740,PRD-13000546CC9,2025-03-01 11:40:22.914989,Too Late,Pending,602.87,2
RET-9E478244748,ORD-9CBB30E6049,PRD-257F1C91ADC,2026-05-02 04:15:23.816624,Duplicate Order,Refunded,306.85,3
RET-AF1B1F207C8,ORD-CCEDC525B81,PRD-429D65995BB,2024-02-01 08:26:27.630873,Duplicate Order,Rejected,442.07,3
RET-925D5A225B8,ORD-DCD6963C658,PRD-9E2D0C669DF,2026-05-10 08:16:33.801459,Changed Mind,Rejected,2513.61,1
RET-D4113956E96,ORD-555881847FB,PRD-A67AE1E76D3,2025-04-06 07:34:06.173831,Defective,Approved,349.63,2
RET-B0BE147C8B8,ORD-243F372F099,PRD-2AEBDD7447A,2024-05-13 15:26:17.142709,Wrong Item,Pending,480.22,3
RET-BCC414FF6A3,ORD-7D580FF9A97,PRD-A0CDDDD4265,2026-04-09 05:24:11.285193,Changed Mind,Pending,2061.6,3
RET-BC72FCB0EA4,ORD-21499D9930A,PRD-D4E90F8C270,2024-05-23 07:11:55.182588,Wrong Item,Pending,1171.09,3
RET-A9E9ECEB842,ORD-A49422A1839,PRD-BF9354EB62A,2025-12-06 18:16:51.181248,Wrong Item,Pending,1461.82,1
RET-3589E44A62B,ORD-ADD12D6DC08,PRD-29C196C81CF,2025-04-08 06:38:39.549617,Too Late,Pending,1450.93,3
RET-250776AC757,ORD-594D94A3BEB,PRD-BF5D814F841,2023-12-17 07:22:44.900149,Not as Described,Refunded,176.64,2
RET-EF3E13398A7,ORD-97C9F8A7288,PRD-A63E5D7D901,2025-10-04 12:21:10.830859,Wrong Item,Refunded,1077.31,1
RET-04737F28285,ORD-69A3D8A7008,PRD-F34F70980FA,2024-06-19 21:37:55.462651,Too Late,Rejected,936.82,1
RET-5472E90401A,ORD-2323CBAF809,PRD-4C23614D34B,2024-06-04 03:54:36.158272,Changed Mind,Refunded,714.47,3
RET-3055986CEA3,ORD-66C744A0384,PRD-3A02E8C8B8C,2023-10-30 01:27:32.789955,Changed Mind,Refunded,2877.98,1
RET-74C681A0169,ORD-144E1B8416C,PRD-37C17ED8738,2023-08-30 22:59:34.527065,Changed Mind,Pending,2147.5,1
RET-363FDD9C15B,ORD-B4C4353CAB8,PRD-79127EDC2CE,2024-04-07 07:17:17.815809,Wrong Item,Pending,4430.49,3
RET-92AA3ABC3AF,ORD-42F3B7F7047,PRD-71FCBFE1035,2023-09-17 16:28:27.691987,Defective,Pending,1049.41,2
RET-0CC09F4ED87,ORD-A24F83F4C00,PRD-33BB71E96DB,2025-01-06 10:20:13.755497,Changed Mind,Approved,1100.66,1
RET-112F8B10010,ORD-E36AF347662,PRD-A0F8131D883,2024-07-28 13:44:27.198464,Too Late,Pending,509.26,2
RET-EA459AED65A,ORD-E7CF5AE2279,PRD-2AEBDD7447A,2024-01-13 08:52:08.289323,Too Late,Pending,1616.66,2
RET-931E8367ECE,ORD-571B1DD09FF,PRD-11427521897,2026-03-13 07:22:51.171648,Defective,Pending,3665.63,2
RET-1F21BA1C042,ORD-F24DD122CAB,PRD-A484047B9E2,2025-03-22 15:36:00.144364,Too Late,Approved,1129.88,3
RET-57FA224C0AA,ORD-AB19E5AC250,PRD-F4E7B24CF77,2025-12-31 09:07:07.129805,Not as Described,Refunded,2368.18,3
RET-05030E1CECA,ORD-095BE3775BE,PRD-A62A0C35773,2024-06-07 14:47:10.492843,Better Price Found,Approved,1861.27,1
RET-F0D29C082C6,ORD-92705447FD1,PRD-024E4BB51BF,2024-10-08 11:35:48.351516,Not as Described,Approved,1068.85,2
RET-E9AC538CD90,ORD-B0F8F205665,PRD-79D732FFBAE,2026-01-19 22:39:09.675079,Not as Described,Approved,71.37,2
RET-C328BBC46B8,ORD-970CD660EF8,PRD-191244D40F9,2024-10-09 15:03:06.612521,Not as Described,Rejected,336.94,1
RET-CD6DABDC8BB,ORD-BD7189B5AE9,PRD-0FD09518534,2025-11-16 12:41:17.492949,Better Price Found,Refunded,1514.1,1
RET-946698F3204,ORD-7D380941666,PRD-3B1AC728991,2025-02-14 20:50:42.944028,Wrong Item,Pending,445.91,3
RET-C3CE961A342,ORD-67A8A79AE02,PRD-CBACA249870,2026-02-13 08:49:59.868975,Duplicate Order,Refunded,4198.38,1
RET-E9F80F4F7F5,ORD-E8B362CDE6B,PRD-5DFAD7DDF08,2024-06-08 21:41:01.426687,Defective,Rejected,1362.01,1
RET-9DEC1F15B6D,ORD-6B57074ADA6,PRD-6A25D45AD89,2026-03-23 00:19:19.223359,Not as Described,Approved,140.36,1
RET-A27B79AC636,ORD-4BA00962F6A,PRD-204AB1D2AEF,2024-05-07 15:35:38.676753,Too Late,Approved,4089.74,1
RET-5FFAF09BB7E,ORD-884163F0CF4,PRD-F6D16B76089,2025-04-17 04:44:27.548059,Wrong Item,Rejected,3539.58,2
RET-45C48B145A6,ORD-2730B37759C,PRD-83E8DDB3C8C,2025-08-01 17:15:56.518451,Better Price Found,Approved,538.87,3
RET-505E43C123B,ORD-4EC31DAFFA7,PRD-6542C329DF7,2023-11-10 03:54:23.597851,Better Price Found,Pending,1856.03,2
RET-BB889D0F511,ORD-CE420A96421,PRD-C3859F95FD3,2023-09-10 18:02:07.756547,Too Late,Refunded,1121.39,3
RET-3BEADF74622,ORD-2AB3C9EC049,PRD-98F5B90EADB,2024-12-27 20:09:33.925673,Too Late,Pending,322.74,1
RET-84756B1E2B7,ORD-66C39F12BE4,PRD-A10258F52CA,2024-11-04 03:44:05.931850,Wrong Item,Rejected,11.43,3
RET-F75E1D73B84,ORD-A824E56E530,PRD-DE907AF2DFE,2024-12-27 15:42:54.320878,Defective,Rejected,746.99,3
RET-E06A68488AE,ORD-59AFB2BDB3D,PRD-E149E758C05,2025-07-22 01:51:27.863305,Changed Mind,Pending,27.93,1
RET-91B205DFE2C,ORD-5A876936E8D,PRD-2C667D9ADB7,2025-03-09 04:45:26.796046,Duplicate Order,Refunded,913.23,1
RET-D8191E646A1,ORD-7FBB9233B99,PRD-5C08F6E4D42,2024-08-20 22:56:42.959259,Not as Described,Pending,157.37,2
RET-6DE5053B265,ORD-2F2EBE7CB92,PRD-C3BBAA60FA3,2024-08-17 21:28:53.044312,Changed Mind,Approved,2024.52,1
